,type,description,mean_thickness,mean_pore_size,aging,temperature,delta_pressure,gases_kinetic_diameter,gases_molar_mass,gases_polarizability,Py,in_reference_data_location,reference,url
180,MMM,BNNS/PIM-1,72.2,,620.0,293.0,20000.0,330.0,44.01,2.507,3495.0,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
182,MMM,BNNS/PIM-1,72.5,,620.0,293.0,20000.0,330.0,44.01,2.507,3331.0,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
306,polymer,untreated,90.0,,0.0,298.0,100000.0,330.0,44.01,2.507,4970.0,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
308,polymer,EtOH_25 treaded,110.0,,1200.0,298.0,100000.0,330.0,44.01,2.507,2840.0,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
311,polymer,EtOH_100 treaded,125.4,,2117.0,298.0,100000.0,330.0,44.01,2.507,3317.0,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
333,polymer,untreated,90.0,,4.03483,298.0,100000.0,330.0,44.01,2.507,4187.005,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
334,polymer,untreated,90.0,,38.06997,298.0,100000.0,330.0,44.01,2.507,3931.191,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
335,polymer,untreated,90.0,,251.1886,298.0,100000.0,330.0,44.01,2.507,3283.199,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
336,polymer,EtOH_25 treaded,110.0,,7.024282,298.0,100000.0,330.0,44.01,2.507,8427.223,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
337,polymer,EtOH_25 treaded,110.0,,63.94775,298.0,100000.0,330.0,44.01,2.507,5860.396,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
338,polymer,EtOH_25 treaded,110.0,,346.5819,298.0,100000.0,330.0,44.01,2.507,3592.615,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
339,polymer,EtOH_75 treaded,110.9054,,2.796417,298.0,100000.0,330.0,44.01,2.507,7080.521,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
340,polymer,EtOH_75 treaded,110.9054,,27.83942,298.0,100000.0,330.0,44.01,2.507,5469.404,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
341,polymer,EtOH_75 treaded,110.9054,,135.5311,298.0,100000.0,330.0,44.01,2.507,4026.747,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
342,polymer,EtOH_125 treaded,132.508,,3.998911,298.0,100000.0,330.0,44.01,2.507,5949.026,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
343,polymer,EtOH_125 treaded,132.508,,29.37387,298.0,100000.0,330.0,44.01,2.507,5275.877,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
344,polymer,EtOH_125 treaded,132.508,,116.4178,298.0,100000.0,330.0,44.01,2.507,4807.037,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
408,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,480000.0,330.0,44.01,2.507,816.303667484013,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
409,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,970000.0,330.0,44.01,2.507,741.178685940364,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
410,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,1460000.0,330.0,44.01,2.507,751.976648524515,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
411,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,1940000.0,330.0,44.01,2.507,814.835048859605,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
412,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,2430000.0,330.0,44.01,2.507,895.317445560763,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
413,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,2930000.0,330.0,44.01,2.507,999.260285209386,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
414,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,3400000.0,330.0,44.01,2.507,1104.18925436742,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
415,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,3900000.0,330.0,44.01,2.507,1206.46303645809,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
416,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,4390000.0,330.0,44.01,2.507,1298.18409905158,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
417,polymer,6FDA-DAM,55.0,1.2,0.0,308.0,4870000.0,330.0,44.01,2.507,1380.39411513563,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
418,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,480000.0,330.0,44.01,2.507,942.910016241897,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
419,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,970000.0,330.0,44.01,2.507,880.343475124281,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
420,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,1460000.0,330.0,44.01,2.507,896.278260622352,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
421,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,1950000.0,330.0,44.01,2.507,952.935469618973,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
422,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,2450000.0,330.0,44.01,2.507,1023.84583365153,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
423,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,2920000.0,330.0,44.01,2.507,1108.63438934928,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
424,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,3420000.0,330.0,44.01,2.507,1191.78581528024,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
425,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,3900000.0,330.0,44.01,2.507,1272.82168787944,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
426,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,4390000.0,330.0,44.01,2.507,1349.88608133148,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
427,MMM,6wt_Ni2(dobdc),55.0,1.2,0.0,308.0,4870000.0,330.0,44.01,2.507,1419.6496821153,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
428,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,530000.0,330.0,44.01,2.507,1153.63853017922,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
429,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,1050000.0,330.0,44.01,2.507,1066.24206927226,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
430,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,1510000.0,330.0,44.01,2.507,1041.47409222834,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
431,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,2020000.0,330.0,44.01,2.507,1045.79619783089,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
432,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,2470000.0,330.0,44.01,2.507,1093.2883721423,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
433,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,3000000.0,330.0,44.01,2.507,1183.12692528431,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
434,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,3500000.0,330.0,44.01,2.507,1282.15259355065,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
435,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,3970000.0,330.0,44.01,2.507,1395.76219205953,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
436,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,4460000.0,330.0,44.01,2.507,1496.07370981985,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
437,MMM,25wt_Ni2(dobdc),55.0,1.2,0.0,308.0,4950000.0,330.0,44.01,2.507,1587.5051254332,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
532,polymer,Pebax-1657,,,0.0,298.0,400000.0,330.0,44.01,2.507,57.3,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
533,MMM,Pebax-1657/Si-CHA 5%,54.485,0.38,0.0,298.0,400000.0,330.0,44.01,2.507,88.09,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
534,MMM,Pebax-1657/Si-CHA 10%,35.93,0.38,0.0,298.0,400000.0,330.0,44.01,2.507,116.11,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
535,MMM,Pebax-1657/Si-CHA 15%,45.485,0.38,0.0,298.0,400000.0,330.0,44.01,2.507,124.19,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
540,polymer,Pebax-1657,,,0.0,298.0,200000.0,330.0,44.01,2.507,45.8210645526613,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
541,MMM,Pebax-1657/Si-CHA 5%,54.485,0.38,0.0,298.0,200000.0,330.0,44.01,2.507,53.1143827859569,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
542,MMM,Pebax-1657/Si-CHA 10%,35.93,0.38,0.0,298.0,200000.0,330.0,44.01,2.507,71.6647791619478,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
543,MMM,Pebax-1657/Si-CHA 15%,45.485,0.38,0.0,298.0,200000.0,330.0,44.01,2.507,75.9456398640996,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
548,polymer,Pebax-1657,,,0.0,298.0,600000.0,330.0,44.01,2.507,80.7021517553794,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
549,MMM,Pebax-1657/Si-CHA 5%,54.485,0.38,0.0,298.0,600000.0,330.0,44.01,2.507,97.5084937712344,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
550,MMM,Pebax-1657/Si-CHA 10%,35.93,0.38,0.0,298.0,600000.0,330.0,44.01,2.507,129.377123442808,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
551,MMM,Pebax-1657/Si-CHA 15%,45.485,0.38,0.0,298.0,600000.0,330.0,44.01,2.507,138.41449603624,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
574,polymer,Matrimid5218,,0.6499999999999999,0.0,298.0,1000000.0,330.0,44.01,2.507,7.225352,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
575,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,298.0,1000000.0,330.0,44.01,2.507,13.1831,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
576,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,298.0,1000000.0,330.0,44.01,2.507,18.33803,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
577,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,298.0,1000000.0,330.0,44.01,2.507,25.85915,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
582,polymer,Matrimid5218,,0.6499999999999999,0.0,308.0,1000000.0,330.0,44.01,2.507,7.909836066,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
583,polymer,Matrimid5218,,0.6499999999999999,0.0,318.0,1000000.0,330.0,44.01,2.507,9.754098361,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
584,polymer,Matrimid5218,,0.6499999999999999,0.0,328.0,1000000.0,330.0,44.01,2.507,11.2295082,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
585,polymer,Matrimid5218,,0.6499999999999999,0.0,338.0,1000000.0,330.0,44.01,2.507,12.82786885,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
590,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,308.0,1000000.0,330.0,44.01,2.507,13.97540984,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
591,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,318.0,1000000.0,330.0,44.01,2.507,15.94262295,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
592,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,328.0,1000000.0,330.0,44.01,2.507,18.68852459,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
593,MMM,Matrimid5218/MOF,,0.6499999999999999,0.0,338.0,1000000.0,330.0,44.01,2.507,20.45081967,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
607,polymer,6FDA-DAM:DABA(3:2),,,0.0,303.0,690000.0,330.0,44.01,2.507,143.9,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
609,polymer,6FDA-DAM:DABA(3:2),,,0.0,303.0,100000.0,330.0,44.01,2.507,134.0,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
611,MMM,6FDA-DAM:DABA(3:2)/DMS,,,0.0,303.0,100000.0,330.0,44.01,2.507,202.1,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
613,MMM,6FDA-DAM:DABA(3:2)/DMS,,,0.0,303.0,100000.0,330.0,44.01,2.507,365.0,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
727,MMM,SAPO-34/PEI,1.0,,0.0,303.0,100000.0,330.0,44.01,2.507,1.2530558794349,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
758,MMM,HOF-30/matrimid5218,15.0,0.394,0.0,298.0,100000.0,330.0,44.01,2.507,10.4784079131195,fig 8,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
790,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,100000.0,330.0,44.01,2.507,6576.48722074984,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
791,zeolite,SSZ-13 ,3.0,0.372,0.0,323.0,100000.0,330.0,44.01,2.507,6724.40703565142,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
792,zeolite,SSZ-13 ,3.0,0.372,0.0,353.0,100000.0,330.0,44.01,2.507,5383.36536029797,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
802,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,500000.0,330.0,44.01,2.507,4769.74097259792,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
803,zeolite,SSZ-13 ,3.0,0.372,0.0,323.0,500000.0,330.0,44.01,2.507,4959.06518245473,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
804,zeolite,SSZ-13 ,3.0,0.372,0.0,353.0,500000.0,330.0,44.01,2.507,4511.74723308867,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
815,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,300000.0,330.0,44.01,2.507,5346.62806245236,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
824,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,200000.0,330.0,44.01,2.507,6551.4788059055,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
825,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,400000.0,330.0,44.01,2.507,5350.28957315632,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
826,zeolite,SSZ-13 ,3.0,0.372,0.0,303.0,600000.0,330.0,44.01,2.507,4751.30961460043,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
845,zeolite,GO size of 40-50,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,11.8873814202,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
846,zeolite,GO size of 20-30,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,36.038667654,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
847,zeolite,GO size of 3-5,0.8,,0.0,298.0,100000.0,330.0,44.01,2.507,88.45311464,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
851,zeolite,M3,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,712.70499465,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
852,zeolite,M4,0.5,,0.0,298.0,100000.0,330.0,44.01,2.507,143.13865511,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
853,zeolite,M5,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,169.43552703,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
858,zeolite,ZnEG Content X=40,0.7,,0.0,298.0,100000.0,330.0,44.01,2.507,111.22757619871, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
859,zeolite,ZnEG Content X=80,0.8,,0.0,298.0,100000.0,330.0,44.01,2.507,27.7572141875142, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
860,zeolite,ZnEG Content X=100,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,24.7648206378276, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
861,zeolite,ZnEG Content X=150,2.0,,0.0,298.0,100000.0,330.0,44.01,2.507,90.0495538698742, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
866,zeolite,reaction time = 0h,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,506.961247663457, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
867,zeolite,reaction time = 2h,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,166.382412539019, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
868,zeolite,reaction time = 4h,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,48.7520648210417, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
869,zeolite,reaction time = 12h,0.9,,0.0,298.0,100000.0,330.0,44.01,2.507,56.5798787369624, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
874,zeolite,filtration time = 3s,0.5,,0.0,298.0,100000.0,330.0,44.01,2.507,22.7019228721628, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
875,zeolite,filtration time = 10s,1.5,,0.0,298.0,100000.0,330.0,44.01,2.507,8.67379130496951, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
876,zeolite,filtration time = 15s,2.0,,0.0,298.0,100000.0,330.0,44.01,2.507,13.7158227902029, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
877,zeolite,filtration time = 20s,2.5,,0.0,298.0,100000.0,330.0,44.01,2.507,42.0663111850851, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
924,zeolite,unmodified MFI-type,7.0,0.58,0.0,773.0,200000.0,330.0,44.01,2.507,589.738859680705,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
925,zeolite,unmodified MFI-type,7.0,0.58,0.0,673.0,200000.0,330.0,44.01,2.507,525.791272486413,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
926,zeolite,unmodified MFI-type,7.0,0.58,0.0,573.0,200000.0,330.0,44.01,2.507,667.897021807064,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
927,zeolite,unmodified MFI-type,7.0,0.58,0.0,473.0,200000.0,330.0,44.01,2.507,859.739783389946,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
928,zeolite,unmodified MFI-type,7.0,0.58,0.0,373.0,200000.0,330.0,44.01,2.507,1172.37243189538,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
929,zeolite,unmodified MFI-type,7.0,0.58,0.0,298.0,200000.0,330.0,44.01,2.507,1811.84830383831,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
28,polymer,PI-0.25,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,37.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
29,polymer,PI-0.50,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,22.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
30,polymer,PI-0.75,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,14.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
31,polymer,PI-1.00,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,4.8,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
32,polymer,IPI-0.25,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,35.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
33,polymer,IPI-0.50,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,8.5,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
34,polymer,IPI-0.75,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,2.6,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
35,polymer,IPI-1.00,50.0,,0.0,308.0,199000.0,346.0,31.98,1.562,0.46,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
300,polymer,untreated,90.0,,0.0,298.0,100000.0,346.0,31.98,1.562,742.0,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
301,polymer,EtOH_25 treaded,110.0,,0.0,298.0,100000.0,346.0,31.98,1.562,2200.0,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
302,polymer,EtOH_25 treaded,110.0,,1200.0,298.0,100000.0,346.0,31.98,1.562,600.0,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
310,polymer,EtOH_100 treaded,125.4,,2117.0,298.0,100000.0,346.0,31.98,1.562,665.0,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
381,polymer,untreated,90.0,,4.03483,298.0,100000.0,346.0,31.98,1.562,684.4334,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
382,polymer,untreated,90.0,,37.73106,298.0,100000.0,346.0,31.98,1.562,676.9041,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
383,polymer,untreated,90.0,,248.9525,298.0,100000.0,346.0,31.98,1.562,629.6693,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
384,polymer,EtOH_25 treaded,110.0,,7.024282,298.0,100000.0,346.0,31.98,1.562,1589.161,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
385,polymer,EtOH_25 treaded,110.0,,63.37847,298.0,100000.0,346.0,31.98,1.562,1121.251,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
386,polymer,EtOH_25 treaded,110.0,,576.9857,298.0,100000.0,346.0,31.98,1.562,697.3034,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
387,polymer,EtOH_75 treaded,110.9054,,2.796417,298.0,100000.0,346.0,31.98,1.562,1173.449,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
388,polymer,EtOH_75 treaded,110.9054,,27.59159,298.0,100000.0,346.0,31.98,1.562,968.5745,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
389,polymer,EtOH_75 treaded,110.9054,,133.1287,298.0,100000.0,346.0,31.98,1.562,757.2046,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
390,polymer,EtOH_125 treaded,132.508,,3.998911,298.0,100000.0,346.0,31.98,1.562,877.9722,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
391,polymer,EtOH_125 treaded,132.508,,29.11238,298.0,100000.0,346.0,31.98,1.562,850.8013,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
392,polymer,EtOH_125 treaded,132.508,,188.681,298.0,100000.0,346.0,31.98,1.562,741.7683,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
36,polymer,PI-0.25,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,9.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
37,polymer,PI-0.50,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,5.0,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
38,polymer,PI-0.75,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,2.8,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
39,polymer,PI-1.00,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,0.9,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
40,polymer,IPI-0.25,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,7.8,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
41,polymer,IPI-0.50,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,1.5,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
42,polymer,IPI-0.75,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,0.4,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
43,polymer,IPI-1.00,50.0,,0.0,308.0,199000.0,364.0,28.0,1.71,0.06,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
108,zeolite,O3at473K,1.2,0.38,0.0,298.0,200000.0,364.0,28.0,1.71,3251.95274411765,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
109,zeolite,O3at473K,1.2,0.38,0.0,323.0,200000.0,364.0,28.0,1.71,2276.36692088235,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
